file,molecule,mol_pred_loaded,sanitization,all_atoms_connected,bond_lengths,bond_angles,internal_steric_clash,aromatic_ring_flatness,double_bond_flatness,internal_energy
rdkit_place.sdf,UASLKFQKYXHLQJ-UHFFFAOYSA-N-9,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,GOUNARLEGNWPCP-UHFFFAOYSA-N-0,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,GOUNARLEGNWPCP-UHFFFAOYSA-N-1,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,GOUNARLEGNWPCP-UHFFFAOYSA-N-2,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,GOUNARLEGNWPCP-UHFFFAOYSA-N-3,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,GOUNARLEGNWPCP-UHFFFAOYSA-N-4,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,GOUNARLEGNWPCP-UHFFFAOYSA-N-5,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,GOUNARLEGNWPCP-UHFFFAOYSA-N-6,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,GOUNARLEGNWPCP-UHFFFAOYSA-N-7,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,GOUNARLEGNWPCP-UHFFFAOYSA-N-8,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,GOUNARLEGNWPCP-UHFFFAOYSA-N-9,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,DCIDJYONTYLQEI-UHFFFAOYSA-N-0,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,DCIDJYONTYLQEI-UHFFFAOYSA-N-1,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,DCIDJYONTYLQEI-UHFFFAOYSA-N-2,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,DCIDJYONTYLQEI-UHFFFAOYSA-N-3,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,DCIDJYONTYLQEI-UHFFFAOYSA-N-4,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,DCIDJYONTYLQEI-UHFFFAOYSA-N-5,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,DCIDJYONTYLQEI-UHFFFAOYSA-N-6,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,DCIDJYONTYLQEI-UHFFFAOYSA-N-7,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,DCIDJYONTYLQEI-UHFFFAOYSA-N-8,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,DCIDJYONTYLQEI-UHFFFAOYSA-N-9,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,WCNAXNCVZXMWKF-UHFFFAOYSA-N-0,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,WCNAXNCVZXMWKF-UHFFFAOYSA-N-1,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,WCNAXNCVZXMWKF-UHFFFAOYSA-N-2,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,WCNAXNCVZXMWKF-UHFFFAOYSA-N-3,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,WCNAXNCVZXMWKF-UHFFFAOYSA-N-4,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,WCNAXNCVZXMWKF-UHFFFAOYSA-N-5,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,WCNAXNCVZXMWKF-UHFFFAOYSA-N-6,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,WCNAXNCVZXMWKF-UHFFFAOYSA-N-7,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,WCNAXNCVZXMWKF-UHFFFAOYSA-N-8,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,WCNAXNCVZXMWKF-UHFFFAOYSA-N-9,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,FQGGXMVTNBDGEE-UHFFFAOYSA-N-0,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,FQGGXMVTNBDGEE-UHFFFAOYSA-N-1,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,FQGGXMVTNBDGEE-UHFFFAOYSA-N-2,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,FQGGXMVTNBDGEE-UHFFFAOYSA-N-3,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,FQGGXMVTNBDGEE-UHFFFAOYSA-N-4,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,FQGGXMVTNBDGEE-UHFFFAOYSA-N-5,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,FQGGXMVTNBDGEE-UHFFFAOYSA-N-6,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,FQGGXMVTNBDGEE-UHFFFAOYSA-N-7,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,FQGGXMVTNBDGEE-UHFFFAOYSA-N-8,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,FQGGXMVTNBDGEE-UHFFFAOYSA-N-9,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,CLVVEVVTKNLLLU-UHFFFAOYSA-N-0,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,CLVVEVVTKNLLLU-UHFFFAOYSA-N-1,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,CLVVEVVTKNLLLU-UHFFFAOYSA-N-2,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,CLVVEVVTKNLLLU-UHFFFAOYSA-N-3,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,CLVVEVVTKNLLLU-UHFFFAOYSA-N-4,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,CLVVEVVTKNLLLU-UHFFFAOYSA-N-5,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,CLVVEVVTKNLLLU-UHFFFAOYSA-N-6,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,CLVVEVVTKNLLLU-UHFFFAOYSA-N-7,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,CLVVEVVTKNLLLU-UHFFFAOYSA-N-8,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,CLVVEVVTKNLLLU-UHFFFAOYSA-N-9,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,ZEEZCEGNYUPWRG-UHFFFAOYSA-N-0,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,ZEEZCEGNYUPWRG-UHFFFAOYSA-N-1,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,ZEEZCEGNYUPWRG-UHFFFAOYSA-N-2,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,ZEEZCEGNYUPWRG-UHFFFAOYSA-N-3,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,ZEEZCEGNYUPWRG-UHFFFAOYSA-N-4,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,ZEEZCEGNYUPWRG-UHFFFAOYSA-N-5,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,ZEEZCEGNYUPWRG-UHFFFAOYSA-N-6,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,ZEEZCEGNYUPWRG-UHFFFAOYSA-N-7,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,ZEEZCEGNYUPWRG-UHFFFAOYSA-N-8,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,ZEEZCEGNYUPWRG-UHFFFAOYSA-N-9,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,KYUARQFQJUCNFW-UHFFFAOYSA-N-0,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,KYUARQFQJUCNFW-UHFFFAOYSA-N-1,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,KYUARQFQJUCNFW-UHFFFAOYSA-N-2,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,KYUARQFQJUCNFW-UHFFFAOYSA-N-3,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,KYUARQFQJUCNFW-UHFFFAOYSA-N-4,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,KYUARQFQJUCNFW-UHFFFAOYSA-N-5,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,KYUARQFQJUCNFW-UHFFFAOYSA-N-6,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,KYUARQFQJUCNFW-UHFFFAOYSA-N-7,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,KYUARQFQJUCNFW-UHFFFAOYSA-N-8,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,KYUARQFQJUCNFW-UHFFFAOYSA-N-9,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,AKCZIULVMOLGHC-UHFFFAOYSA-N-0,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,AKCZIULVMOLGHC-UHFFFAOYSA-N-1,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,AKCZIULVMOLGHC-UHFFFAOYSA-N-2,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,AKCZIULVMOLGHC-UHFFFAOYSA-N-3,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,AKCZIULVMOLGHC-UHFFFAOYSA-N-4,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,AKCZIULVMOLGHC-UHFFFAOYSA-N-5,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,AKCZIULVMOLGHC-UHFFFAOYSA-N-6,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,AKCZIULVMOLGHC-UHFFFAOYSA-N-7,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,AKCZIULVMOLGHC-UHFFFAOYSA-N-8,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,AKCZIULVMOLGHC-UHFFFAOYSA-N-9,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,XNQQWKFGJZTTEX-UHFFFAOYSA-N-0,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,XNQQWKFGJZTTEX-UHFFFAOYSA-N-1,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,XNQQWKFGJZTTEX-UHFFFAOYSA-N-2,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,XNQQWKFGJZTTEX-UHFFFAOYSA-N-3,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,XNQQWKFGJZTTEX-UHFFFAOYSA-N-4,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,XNQQWKFGJZTTEX-UHFFFAOYSA-N-5,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,XNQQWKFGJZTTEX-UHFFFAOYSA-N-6,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,XNQQWKFGJZTTEX-UHFFFAOYSA-N-7,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,XNQQWKFGJZTTEX-UHFFFAOYSA-N-8,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,XNQQWKFGJZTTEX-UHFFFAOYSA-N-9,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,CVBLKWHDGHXHMC-UHFFFAOYSA-N-0,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,CVBLKWHDGHXHMC-UHFFFAOYSA-N-1,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,CVBLKWHDGHXHMC-UHFFFAOYSA-N-2,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,CVBLKWHDGHXHMC-UHFFFAOYSA-N-3,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,CVBLKWHDGHXHMC-UHFFFAOYSA-N-4,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,CVBLKWHDGHXHMC-UHFFFAOYSA-N-5,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,CVBLKWHDGHXHMC-UHFFFAOYSA-N-6,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,CVBLKWHDGHXHMC-UHFFFAOYSA-N-7,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,CVBLKWHDGHXHMC-UHFFFAOYSA-N-8,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,CVBLKWHDGHXHMC-UHFFFAOYSA-N-9,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,UASUHFYDLOTSPQ-UHFFFAOYSA-N-0,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,UASUHFYDLOTSPQ-UHFFFAOYSA-N-1,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,UASUHFYDLOTSPQ-UHFFFAOYSA-N-2,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,UASUHFYDLOTSPQ-UHFFFAOYSA-N-3,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,UASUHFYDLOTSPQ-UHFFFAOYSA-N-4,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,UASUHFYDLOTSPQ-UHFFFAOYSA-N-5,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,UASUHFYDLOTSPQ-UHFFFAOYSA-N-6,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,UASUHFYDLOTSPQ-UHFFFAOYSA-N-7,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,UASUHFYDLOTSPQ-UHFFFAOYSA-N-8,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,UASUHFYDLOTSPQ-UHFFFAOYSA-N-9,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,WKZRUHMHRSTISJ-UHFFFAOYSA-N-0,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,WKZRUHMHRSTISJ-UHFFFAOYSA-N-1,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,WKZRUHMHRSTISJ-UHFFFAOYSA-N-2,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,WKZRUHMHRSTISJ-UHFFFAOYSA-N-3,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,WKZRUHMHRSTISJ-UHFFFAOYSA-N-4,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,WKZRUHMHRSTISJ-UHFFFAOYSA-N-5,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,WKZRUHMHRSTISJ-UHFFFAOYSA-N-6,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,WKZRUHMHRSTISJ-UHFFFAOYSA-N-7,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,WKZRUHMHRSTISJ-UHFFFAOYSA-N-8,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,WKZRUHMHRSTISJ-UHFFFAOYSA-N-9,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,GNGHXHDPKASYTF-UHFFFAOYSA-N-0,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,GNGHXHDPKASYTF-UHFFFAOYSA-N-1,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,GNGHXHDPKASYTF-UHFFFAOYSA-N-2,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,GNGHXHDPKASYTF-UHFFFAOYSA-N-3,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,GNGHXHDPKASYTF-UHFFFAOYSA-N-4,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,GNGHXHDPKASYTF-UHFFFAOYSA-N-5,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,GNGHXHDPKASYTF-UHFFFAOYSA-N-6,True,True,True,True,True,True,True,True,False
rdkit_place.sdf,GNGHXHDPKASYTF-UHFFFAOYSA-N-7,True,True,True,True,True,True,True,True,False
rdkit_place.sdf,GNGHXHDPKASYTF-UHFFFAOYSA-N-8,True,True,True,True,True,True,True,True,False
rdkit_place.sdf,GNGHXHDPKASYTF-UHFFFAOYSA-N-9,True,True,True,True,True,True,True,True,False
rdkit_place.sdf,STIQFIHEOJHUKS-UHFFFAOYSA-N-0,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,STIQFIHEOJHUKS-UHFFFAOYSA-N-1,True,True,True,True,True,True,False,True,True
rdkit_place.sdf,STIQFIHEOJHUKS-UHFFFAOYSA-N-2,True,True,True,True,True,True,False,True,True
rdkit_place.sdf,STIQFIHEOJHUKS-UHFFFAOYSA-N-3,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,STIQFIHEOJHUKS-UHFFFAOYSA-N-4,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,STIQFIHEOJHUKS-UHFFFAOYSA-N-5,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,STIQFIHEOJHUKS-UHFFFAOYSA-N-6,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,STIQFIHEOJHUKS-UHFFFAOYSA-N-7,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,STIQFIHEOJHUKS-UHFFFAOYSA-N-8,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,STIQFIHEOJHUKS-UHFFFAOYSA-N-9,True,True,True,True,True,True,False,True,True
rdkit_place.sdf,HTQKETIGMLSVKZ-UHFFFAOYSA-N-0,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,HTQKETIGMLSVKZ-UHFFFAOYSA-N-1,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,HTQKETIGMLSVKZ-UHFFFAOYSA-N-2,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,HTQKETIGMLSVKZ-UHFFFAOYSA-N-3,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,HTQKETIGMLSVKZ-UHFFFAOYSA-N-4,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,HTQKETIGMLSVKZ-UHFFFAOYSA-N-5,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,HTQKETIGMLSVKZ-UHFFFAOYSA-N-6,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,HTQKETIGMLSVKZ-UHFFFAOYSA-N-7,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,HTQKETIGMLSVKZ-UHFFFAOYSA-N-8,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,HTQKETIGMLSVKZ-UHFFFAOYSA-N-9,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,XIPUDWAUXVXPNO-UHFFFAOYSA-N-0,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,XIPUDWAUXVXPNO-UHFFFAOYSA-N-1,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,XIPUDWAUXVXPNO-UHFFFAOYSA-N-2,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,XIPUDWAUXVXPNO-UHFFFAOYSA-N-3,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,XIPUDWAUXVXPNO-UHFFFAOYSA-N-4,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,XIPUDWAUXVXPNO-UHFFFAOYSA-N-5,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,XIPUDWAUXVXPNO-UHFFFAOYSA-N-6,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,XIPUDWAUXVXPNO-UHFFFAOYSA-N-7,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,XIPUDWAUXVXPNO-UHFFFAOYSA-N-8,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,XIPUDWAUXVXPNO-UHFFFAOYSA-N-9,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,VKJZGMPIQHJVLA-UHFFFAOYSA-N-0,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,VKJZGMPIQHJVLA-UHFFFAOYSA-N-1,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,VKJZGMPIQHJVLA-UHFFFAOYSA-N-2,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,VKJZGMPIQHJVLA-UHFFFAOYSA-N-3,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,VKJZGMPIQHJVLA-UHFFFAOYSA-N-4,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,VKJZGMPIQHJVLA-UHFFFAOYSA-N-5,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,VKJZGMPIQHJVLA-UHFFFAOYSA-N-6,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,VKJZGMPIQHJVLA-UHFFFAOYSA-N-7,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,VKJZGMPIQHJVLA-UHFFFAOYSA-N-8,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,VKJZGMPIQHJVLA-UHFFFAOYSA-N-9,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,PNVZAYIBWRTCMN-UHFFFAOYSA-N-0,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,PNVZAYIBWRTCMN-UHFFFAOYSA-N-1,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,PNVZAYIBWRTCMN-UHFFFAOYSA-N-2,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,PNVZAYIBWRTCMN-UHFFFAOYSA-N-3,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,PNVZAYIBWRTCMN-UHFFFAOYSA-N-4,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,PNVZAYIBWRTCMN-UHFFFAOYSA-N-5,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,PNVZAYIBWRTCMN-UHFFFAOYSA-N-6,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,PNVZAYIBWRTCMN-UHFFFAOYSA-N-7,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,PNVZAYIBWRTCMN-UHFFFAOYSA-N-8,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,PNVZAYIBWRTCMN-UHFFFAOYSA-N-9,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,ZVTXJLVFUAMZRS-UHFFFAOYSA-N-0,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,ZVTXJLVFUAMZRS-UHFFFAOYSA-N-1,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,ZVTXJLVFUAMZRS-UHFFFAOYSA-N-2,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,ZVTXJLVFUAMZRS-UHFFFAOYSA-N-3,True,True,True,True,True,True,True,True,True
rdkit_place.sdf,ZVTXJLVFUAMZRS-UHFFFAOYSA-N-4,True,True,True,True,True,True,True,True,True
